English, Arabic
pal,بال
naked,عارية
post,بريد
sugar,سكر
heading,عنوان
streets,الشوارع
damage,ضرر
silence,الصمت
doors,أبواب
pete,بيت
ed,إد
success,نجاح
wet,مبتل
nah,ناه
amount,كمية
members,أعضاء
kate,كيت
manage,يدير
safety,أمان
returned,عاد
harder,أصعب
fbi,مكتب التحقيقات الفيدرالي
block,حاجز
showing,عرض
fancy,باهِظ
chef,الشيف
contract,عقد
dig,حفر
chest,صدر
good-bye,مع السلامة
drinks,مشروبات
dave,ديف
buried,مدفون
brian,بريان
trade,تجارة
journey,رحلة
stomach,معدة
changes,التغييرات
details,تفاصيل
thoughts,أفكار
divorce,الطلاق
funeral,جنازة
maria,ماريا
football,كرة القدم
reality,الواقع
theory,نظرية
gosh,يا إلهي
ruined,مدمر
gate,بوابة
william,وليام
spread,الانتشار
outta,outta
japanese,اليابانية
sudden,مفاجئ
coat,معطف
sooner,عاجلا
cheese,جبن
larry,لاري
spring,ربيع
page,صفحة
ears,آذان
simon,سيمون
castle,قلعة
hidden,مختفي
storm,عاصفة
cos,كوس
personally,شخصيا
artist,فنان
hill,تلة
exciting,مثير
permission,إذن
jerry,جيري
expensive,غالي
tickets,تذاكر
forest,غابة
barely,بالكاد
eggs,بيض
goin,ذاهب
regret,يندم
lesson,درس
lover,عاشق
bread,خبز
andy,أندي
subject,موضوع
legal,قانوني
growing,تزايد
ill,سوف
jason,جايسون
mood,مزاج
owner,مالك
caused,تسبب
beeping,التصفير
points,نقاط
dating,مواعدة
loss,خسارة
secretary,سكرتير
revenge,انتقام
santa,سانتا
likely,محتمل
rent,إيجار
connection,اتصال
assistant,مساعد
reasons,الأسباب
yelling,الصراخ
painting,تلوين
trees,الأشجار
doctors,الأطباء
rush,يسرع
foreign,أجنبي
rough,خشن
murderer,قاتل
century,قرن
nights,الليالي
pair,زوج
runs,يدير
pocket,جيب
farm,مزرعة
matt,مات
bike,دراجة
obvious,بديهي
ate,أكل
grew,نما
professional,احترافي
tim,تيم
goodness,الخير
parts,أجزاء
alan,آلان
university,جامعة
square,مربع
grandfather,جد
europe,أوروبا
genius,عبقري
cases,حالات
ruin,يخرب
winter,شتاء
tongue,لسان
memories,ذكريات
da,دا
buying,شراء
cancer,سرطان
clock,ساعة
ocean,محيط
dna,الحمض النووي
liar,كذاب
tour,رحلة
thief,لص
bleep,صافرة
lisa,ليزا
rights,حقوق
including,مشتمل
competition,مسابقة
smith,سميث
planned,المخطط لها
emily,إميلي
boring,ممل
victims,الضحايا
mentioned,مذكور
bones,العظام
plant,نبات
bless,يبارك
warning,تحذير
knocking,يطرق
re,يكرر
crash,يتحطم
bedroom,غرفة نوم
lower,أدنى
silver,فضي
groaning,يئن
madame,سيدتي
defense,دفاع
results,نتائج
toilet,مرحاض
event,حدث
complicated,معقد
shape,شكل
priest,كاهن
royal,ملكي
cheap,رخيص
romantic,رومانسي
downstairs,في الطابق السفلي
invite,يدعو
fortune,حظ
tears,دموع
avoid,يتجنب
reached,وصل
higher,أعلى
familiar,مألوف
telephone,هاتف
burning,حرق
filled,مملوء
kelly,كيلي
alice,أليس
airport,مطار
jobs,وظائف
grown,نمت
walter,والتر
rachel,راشيل
giant,عملاق
insurance,تأمين
woods,الغابة
n,ن
scare,تخويف
pleased,مسرور
period,فترة
political,سياسي
player,لاعب
stops,توقف
secrets,أسرار
laura,لورا
repeat,يكرر
photos,صور
finds,يجد
statement,إفادة
suck,مص
younger,أصغر سنا
china,الصين
humans,البشر
delicious,لذيذ
particular,خاص
proper,سليم
rome,روما
belongs,ينتمي
attacked,هاجم
bath,حمام
hired,استأجرت
site,موقع
knowledge,معرفة
b,ب
led,قاد
guests,الضيوف
celebrate,احتفل
map,رسم خريطة
horn,قرن
eventually,مؤخراً
pity,شفقة
powers,القوى
ashamed,خجلان
assume,يفترض
glasses,نظارات
rise,يعلو
fixed,مُثَبَّت
request,طلب
officers,الضباط
pounds,جنيه
data,بيانات
carefully,بعناية
per,لكل
depends,يعتمد على
jury,هيئة المحلفين
waited,انتظر
positive,إيجابي
attorney,محامي
direction,اتجاه
families,العائلات
'clock,'ساعة
doin,افعل
forces,القوات
location,موقع
walls,الجدران
useless,عديم الفائدة
grant,منحة
saving,توفير
speaks,يتحدث
fought,قاتل
meal,وجبة
deliver,يسلم
answers,إجابات
changing,تغيير
temple,معبد
scary,مخيف
millions,الملايين
offered,عرضت
regular,عادي
carrying,تحمل
official,رسمي
jacket,سترة
switch,يُحوّل
grave,خطير
chase,يطارد
role,دور
odd,غريب
sexy,جنسي
faces,وجوه
becomes,يصبح
closes,يغلق
badly,بشكل سيء
tall,طويل
confused,مشوش
affair,شأن
television,تلفزيون
shock,صدمة
raised,نشأ
panting,يلهث
pizza,بيتزا
image,صورة
clears,يمسح
golden,ذهبي
patients,مرضى
watched,شاهد
committed,ملتزم
sexual,جنسي
suffer,يعاني
arthur,آرثر
wherever,أينما
plate,طبق
appear,يظهر
chocolate,شوكولاتة
clever,ماهر
hm,حسنًا
mercy,رحمة
shots,طلقات
lucy,لوسي
dealing,التعامل
trap,فخ
charges,رسوم
phil,فيل
bang,انفجار
poison,سم
butt,بعقب
drove,قاد
yourselves,أنفسكم
headed,ترأس
babies,أطفال
yellow,أصفر
soup,حساء
mystery,أُحجِيَّة
picking,اختيار
sat,قعد
wound,جرح
traffic,مرور
courage,شجاعة
hunt,مطاردة
indian,هندي
rat,فأر
terms,شروط
italian,ايطالي
emma,إيما
checking,التحقق
disease,مرض
managed,تمكنت
winner,الفائز
council,مجلس
appointment,ميعاد
monday,الاثنين
crack,كسر
threat,تهديد
jenny,جيني
physical,بدني
nation,أمة
source,مصدر
chose,اختار
healthy,صحيح
carl,كارل
victory,انتصار
rick,ريك
stood,وقفت
kicked,ركل
annie,آني
disgusting,مقزز
palace,قصر
below,أقل
shopping,التسوق
neighborhood,حيّ
march,يمشي
lips,شفه
midnight,منتصف الليل
piss,شخ
advantage,ميزة
pure,نقي
india,الهند
aside,جانبا
jerk,هَزَّة
mail,بريد
dawn,فَجر
effect,تأثير
spell,يتهجى
freak,غريب الأطوار
wood,خشب
screwed,ثمل
enemies,أعداء
gary,غاري
awake,مستيقظ
chuckling,ضحكة مكتومة
vacation,أجازة
violence,عنف
leo,ليو
grandmother,جدة
modern,حديث
luke,لوقا
firm,حازم
prime,رئيس الوزراء
heh,هيه
touched,لمست
talent,المواهب
whore,عاهرة
piano,بيانو
license,رخصة
cooking,طبخ
honour,شرف
concern,هَم
moves,التحركات
available,متاح
factory,مصنع
gods,الآلهة
value,قيمة
central,مركزي
union,الاتحاد
mirror,مرآة
studio,studio
media,وسائط
taxi,تاكسي
dies,يموت
iron,حديد
hearts,قلوب
desire,يرغب
rob,rob
claire,كلير
fred,فريد
songs,الأغاني
washington,واشنطن
monkey,قرد
pride,فخر
pills,حبوب
miracle,معجزة
swim,السباحة
burned,أحرق
smells,الروائح
joking,يمزح
christian,مسيحي
bleeding,نزيف
hook,خطاف
beating,الضرب
protection,حماية
treatment,علاج
ear,أذن
carter,كارتر
metal,معدن
disappear,يختفي
grateful,شاكر
extremely,لأقصى حد
treasure,كنز
rescue,ينقذ
capable,قادر
passing,عابر
chatter,الثرثرة
result,نتيجة
suffering,معاناة
sisters,الأخوات
laid,وضع
governor,محافظ
guards,حراس
louis,لويس
text,نص
literally,حرفياً
remove,يزيل
becoming,تصبح
performance,أداء
stronger,أقوى
rate,معدل
deeply,بعمق
scream,تصرخ
desert,صحراء
vehicle,عربة
illegal,غير قانوني
pulling,سحب
throwing,رمي
josh,جوش
unbelievable,لا يصدق
ted,تيد
zero,صفر
dean,عميد
curious,فضولي
sean,شون
candy,حلوى
bone,عظم
tied,مربوط
edge,حافة
load,حمولة
susan,سوزان
ahh,اه
mountains,الجبال
boom,بوم
former,سابق
holiday,عطلة
riding,ركوب الخيل
scoffs,يسخر
hundreds,مئات
motherfucker,موظر
sue,مقاضاة
bags,أكياس
stealing,سرقة
appears,يظهر
arrive,يصل
remains,بقايا
decent,مقبول
issues,مشاكل
tip,نصيحة
fail,يفشل
bride,زوجة
pissed,سكران
penny,بنس واحد
claim,مطالبة
friendship,الصداقة
desperate,متحرّق إلى
flower,ورد
dramatic,دراماتيكي
refuse,رفض
solve,يحل
theme,سمة
loving,المحبة
properly,على وجه صحيح
dragon,تنين
mostly,في الغالب
chuck,تشاك
directly,مباشرة
surface,سطح
false,خطأ شنيع
cast,يقذف
junior,مبتدئ
hunting,الصيد
silent,صامت
thou,أنت
egg,بيضة
germany,ألمانيا
punch,لكمة
africa,أفريقيا
woke,استيقظ
intelligence,ذكاء
borrow,يستعير
winning,الفوز
falls,يقع
popular,شائع
escaped,هرب
witch,ساحرة
convinced,مقتنع
warn,تحذير
announcer,مذيع
champagne,الشمبانيا
dust,تراب
kyle,كايل
someday,يوما ما
fallen,سقط
stranger,غريب
presence,حضور
tear,يٌقطِّع
st.,شارع.
internet,إنترنت
monsieur,السيد
therefore,لذلك
technology,تكنولوجيا
tires,الإطارات
toast,نخب
wise,حكيم
clark,كلارك
americans,أمريكيون
notes,ملحوظات
smoking,تدخين
hank,هانك
ls,ليرة سورية
april,أبريل
wolf,ذئب
precious,ثمين
rooms,غرف
coast,ساحل
treated,تعامل
material,مادة
released,مطلق سراحه
uniform,زي مُوحد
hated,مكروه
considered,يعتبر
rice,أرز
exchange,تبادل
steps,خطوات
blake,بليك
convince,يقنع
beast,وحش
cow,بقرة
files,ملفات
signs,علامات
drag,يجر
cab,سيارة أجرة
hung,معلقة
carried,نفذت
ordinary,عادي
successful,ناجح
eve,عشية
mistakes,أخطاء
houses,منازل
chattering,الثرثرة
brains,العقول
japan,اليابان
creature,مخلوق
fourth,الرابع
separate,متفرق
cleaning,تنظيف
california,كاليفورنيا
lf,LF
ll,ليرة لبنانية
shift,يحول
elizabeth,إليزابيث
chicago,شيكاغو
exact,بالضبط
karen,كارين
goal,هدف
expert,خبير
served,خدم
direct,مباشر
score,نتيجة
row,صف
marks,علامات
twenty,عشرين
receive,يستلم
series,مسلسل
section,قسم
pilot,طيار
jackson,جاكسون
darkness,الظلام
thy,خاصتك
sale,أُوكَازيُون
destiny,قدر
cure,دواء
spoken,تحدث
armed,مسلح
rare,نادر
helen,هيلين
grade,درجة
juice,عصير
wide,واسع
tower,برج
solution,حل
schedule,جدول
explosion,انفجار
wheel,عجلة
cigarette,سيجارة
julie,جولي
fruit,الفاكهة
blew,فجر
victor,منتصر
talks,محادثات
sacrifice,تصحية
range,يتراوح
button,زر
reports,التقارير
prisoner,سجين
pie,فطيرة
effort,جهد
youth,شباب
pot,وعاء
eaten,أكل
taylor,تايلور
knees,الركبتين
garage,المرآب
parking,وقوف السيارات
ambulance,سيارة إسعاف
staring,يحدق
chances,فرص
circumstances,ظروف
sin,خطيئة
gordon,جوردون
progress,تقدم
unusual,غير عادي
county,مقاطعة
stairs,سلالم
campaign,حملة
'mon,'الاثنين
vision,رؤية
reporter,مراسل
equipment,معدات
moments,لحظات
joey,جوي
mass,كتلة
alien,كائن فضائي
trapped,مُحاصَر
helps,يساعد
route,طريق
defend,الدفاع
trace,يتعقب
nasty,مقرف
tests,الاختبارات
magazine,مجلة
rocks,الصخور
dump,أحمق
rude,غير مهذب
searching,البحث
clue,فكرة
connected,متصل
amen,آمين
pushed,دفعت
merry,مرح
zone,منطقة
senior,كبير
closing,إغلاق
freeze,تجميد
emperor,الإمبراطور
incident,حادثة
snake,ثعبان
mexico,المكسيك
lily,زنبق
actor,ممثل
newspaper,صحيفة
sentence,جملة
greg,جريج
leading,الرائدة
friendly,ودي
jones,جونز
chosen,اختيار
engaged,مرتبط
julia,جوليا
charming,أَخَّاذ
mustn,يجب
anger,الغضب
spending,الإنفاق
learning,تعلُّم
spy,جاسوس
sharp,حاد
shadow,الظل
warrant,مذكرة
elevator,مصعد
kingdom,مملكة
ricky,ريكي
jamie,جيمي
squad,فريق
shoulder,كتف
wave,موجة
amanda,أماندا
highness,سمو
kinds,أنواع
fishing,صيد السمك
sometime,في وقت ما
attitude,سلوك
sucks,مقرف
negative,سلبي
screen,شاشة
workers,العمال
bored,ممل
cameras,الكاميرات
similar,مشابه
understanding,فهم
beeps,الصفافير
chain,سلسلة
bull,ثور
gasping,يلهث
fully,بالكامل
robin,robin
collect,يجمع
gorgeous,خلاب
morgan,مورغان
passion,عاطفة
writer,الكاتب
empire,إمبراطورية
international,دولي
curse,لعنة
hire,يؤجر
bastards,الأوغاد
puts,يضع
leads,يؤدي
id,بطاقة تعريف
blows,ضربات
sons,أبناء
estate,العقارات
customers,عملاء
maggie,ماجي
gunshot,طلقة نارية
i-,أنا-
device,جهاز
troops,القوات
hug,حضن
design,تصميم
movement,حركة
thunder,رعد
object,هدف
loser,خاسر
pen,قلم
sobbing,ينتحب
politics,سياسة
despite,بالرغم من
alcohol,الكحول
climb,تسلق
clients,عملاء
conference,مؤتمر
provide,يمد
marty,مارتي
seek,يطلب
witnesses,شهود
earn,يكسب
trash,نفاية
valley,وادي
fashion,موضة
howard,هوارد
episode,حلقة
prize,جائزة
previously,سابقًا
sports,رياضة
wanting,الرغبة
debt,دَين
wishes,رغبات
hitler,هتلر
wire,سلك
thee,اليك
circle,دائرة
approach,يقترب
stock,مخزون
facts,حقائق
remembered,تذكرت
percent,بالمائة
normally,عادة
tail,ذيل
joined,انضم
education,تعليم
bravo,برافو
library,مكتبة
rape,اغتصاب
wings,أجنحة
growling,الهدر
thrown,ألقيت
tank,صهريج
exhales,الزفير
authority,سلطة
current,حاضِر
failure,فشل
nightmare,كابوس
hitting,ضرب
glory,مجد
knocked,طرقت
studying,دراسة
barry,باري
agency,وكالة
apple,تفاحة
border,حدود
rope,حبل
duck,بطة
reputation,سمعة
confidence,ثقة
yard,ساحة
beloved,الحبيب
lack,نقص
actual,فِعلي
skills,مهارات
films,أفلام
mental,عقلي
salt,ملح
flesh,لحم
anne,آن
secure,يؤمن
highly,للغاية
federal,الفيدرالية
sand,رمل
emotional,عاطفي
setting,جلسة
nothin,لا شيء
senator,السيناتور
services,خدمات
robbery,سرقة
hates,يكره
fed,تغذية
reward,جائزة
theater,مسرح
johnson,جونسون
commit,يقترف
patrick,باتريك
entirely,تماما
extraordinary,نادِر
ships,السفن
opposite,عكس
parties,الأطراف
stands,يقف
terry,تيري
chat,محادثة
events,الأحداث
mummy,مومياء
bay,خليج
slip,ينزلق
disappointed,خائب الأمل
settled,استقر
begins,يبدأ
andrew,أندرو
alert,يُحذًِر
detail,التفاصيل
pink,لون القرنفل
fellas,يا رفاق
accepted,مقبول
background,خلفية
garbage,قمامة
panic,ذعر
minds,العقول
belt,حزام
blowing,تهب
hollywood,هوليوود
agreement,اتفاق
jackie,جاكي
pushing,دفع
ability,قدرة
tiger,نمر
whispering,يهمس
culture,ثقافة
saint,قديس
jesse,جيسي
task,مهمة
solid,صلب
doll,لعبة
intend,ينوي
district,يصرف
pa,سنويا
gee,جي
custody,كفالة
ignore,يتجاهل
naturally,بشكل طبيعي
useful,مفيد
attempt,محاولة
abandoned,متروك
cutting,قطع
kissed,مقبل
guarantee,يضمن
barking,نباح
gather,يجتمع
